flightid,depcode,arrcode,depdate,arrdate,deptime,arrtime,depterminal,arrterminal,flightno,journey,class,bookingclass
1774705,LGW,DXB,2018-01-23,2018-01-24,20:25:00,07:20:00,,,EK10,out,Economy,
1774705,DXB,SIN,2018-01-24,2018-01-24,09:20:00,00:00:00,,,EK404,out,Economy,
1774705,SIN,MEL,2018-01-25,2018-01-25,00:00:00,09:05:00,,,EK404,out,Economy,
1774705,MEL,DXB,2018-02-11,2018-02-12,22:30:00,05:40:00,,,EK407,in,Economy,
1774705,DXB,LGW,2018-02-12,2018-02-12,07:40:00,11:40:00,,,EK15,in,Economy,
1775761,LGW,DXB,2018-01-23,2018-01-24,20:25:00,07:20:00,,,EK10,out,Economy,
1775761,DXB,SIN,2018-01-24,2018-01-24,09:20:00,00:00:00,,,EK404,out,Economy,
1775761,SIN,MEL,2018-01-25,2018-01-25,00:00:00,09:05:00,,,EK404,out,Economy,
1775761,MEL,DXB,2018-02-11,2018-02-12,22:30:00,05:40:00,,,EK407,in,Economy,
1775761,DXB,LGW,2018-02-12,2018-02-12,07:40:00,11:40:00,,,EK15,in,Economy,
1784251,LGW,DXB,2018-01-23,2018-01-24,20:25:00,07:20:00,,,EK10,out,Business,
1784251,DXB,SIN,2018-01-24,2018-01-24,09:20:00,00:00:00,,,EK404,out,Business,
1784251,SIN,MEL,2018-01-25,2018-01-25,00:00:00,09:05:00,,,EK404,out,Business,
1784251,MEL,SIN,2018-02-11,2018-02-11,18:45:00,00:00:00,,,EK405,in,Business,
1784251,SIN,DXB,2018-02-12,2018-02-12,00:00:00,04:50:00,,,EK405,in,Business,
1784251,DXB,LGW,2018-02-12,2018-02-12,07:40:00,11:40:00,,,EK15,in,Business,
1802959,LGW,DXB,2018-01-23,2018-01-24,20:25:00,07:20:00,,,EK10,out,Economy,
1802959,DXB,CPT,2018-01-24,2018-01-24,08:55:00,16:30:00,,,EK770,out,Economy,
1802959,PER,DXB,2018-02-12,2018-02-13,22:20:00,05:25:00,,,EK421,in,Economy,
1802959,DXB,LGW,2018-02-13,2018-02-13,07:40:00,11:40:00,,,EK15,in,Economy,
1802994,LGW,DXB,2018-01-23,2018-01-24,20:25:00,07:20:00,,,EK10,out,Economy,
1802994,DXB,CPT,2018-01-24,2018-01-24,08:55:00,16:30:00,,,EK770,out,Economy,
1802994,PER,DXB,2018-02-12,2018-02-13,22:20:00,05:25:00,,,EK421,in,Economy,
1802994,DXB,LGW,2018-02-13,2018-02-13,07:40:00,11:40:00,,,EK15,in,Economy,
1819650,LGW,DXB,2018-01-23,2018-01-24,20:25:00,07:20:00,,,EK10,out,Economy,
1819650,DXB,CPT,2018-01-24,2018-01-24,08:55:00,16:30:00,,,EK770,out,Economy,
1819650,PER,DXB,2018-02-12,2018-02-13,22:20:00,05:25:00,,,EK421,in,Economy,
1819650,DXB,LGW,2018-02-13,2018-02-13,07:40:00,11:40:00,,,EK15,in,Economy,
1819703,LGW,DXB,2018-01-23,2018-01-24,20:25:00,07:20:00,,,EK10,out,Economy,
1819703,DXB,CPT,2018-01-24,2018-01-24,08:55:00,16:30:00,,,EK770,out,Economy,
1819703,PER,DXB,2018-02-14,2018-02-15,22:20:00,05:25:00,,,EK421,in,Economy,
1819703,DXB,LGW,2018-02-15,2018-02-15,07:40:00,11:40:00,,,EK15,in,Economy,
1820525,LGW,DXB,2018-01-23,2018-01-24,20:25:00,07:20:00,,,EK10,out,Economy,
1820525,DXB,CPT,2018-01-24,2018-01-24,08:55:00,16:30:00,,,EK770,out,Economy,
1820525,PER,DXB,2018-02-14,2018-02-15,22:20:00,05:25:00,,,EK421,in,Economy,
1820525,DXB,LGW,2018-02-15,2018-02-15,07:40:00,11:40:00,,,EK15,in,Economy,
1822350,LGW,DXB,2018-01-23,2018-01-24,20:25:00,07:20:00,,,EK10,out,Economy,
1822350,DXB,CPT,2018-01-24,2018-01-24,08:55:00,16:30:00,,,EK770,out,Economy,
1822350,PER,DXB,2018-02-12,2018-02-13,22:20:00,05:25:00,,,EK421,in,Economy,
1822350,DXB,LGW,2018-02-13,2018-02-13,07:40:00,11:40:00,,,EK15,in,Economy,
1822419,LGW,DXB,2018-01-23,2018-01-24,20:25:00,07:20:00,,,EK10,out,Economy,
1822419,DXB,CPT,2018-01-24,2018-01-24,08:55:00,16:30:00,,,EK770,out,Economy,
1822419,PER,DXB,2018-02-12,2018-02-13,22:20:00,05:25:00,,,EK421,in,Economy,
1822419,DXB,LGW,2018-02-13,2018-02-13,07:40:00,11:40:00,,,EK15,in,Economy,
1822796,LGW,DXB,2018-01-23,2018-01-24,20:25:00,07:20:00,,,EK10,out,Economy,
1822796,DXB,CPT,2018-01-24,2018-01-24,08:55:00,16:30:00,,,EK770,out,Economy,
1822796,PER,DXB,2018-02-14,2018-02-15,22:20:00,05:25:00,,,EK421,in,Economy,
1822796,DXB,LGW,2018-02-15,2018-02-15,07:40:00,11:40:00,,,EK15,in,Economy,
1823528,LGW,DXB,2018-01-23,2018-01-24,20:25:00,07:20:00,,,EK10,out,Economy,
1823528,DXB,CPT,2018-01-24,2018-01-24,08:55:00,16:30:00,,,EK770,out,Economy,
1823528,PER,DXB,2018-03-12,2018-03-13,22:20:00,05:25:00,,,EK421,in,Economy,
1823528,DXB,LGW,2018-03-13,2018-03-13,07:40:00,11:40:00,,,EK15,in,Economy,
1824232,LGW,DXB,2018-01-23,2018-01-24,20:25:00,07:20:00,,,EK10,out,Economy,
1824232,DXB,CPT,2018-01-24,2018-01-24,08:55:00,16:30:00,,,EK770,out,Economy,
1824232,PER,DXB,2018-02-13,2018-02-14,22:20:00,05:25:00,,,EK421,in,Economy,
1824232,DXB,LGW,2018-02-14,2018-02-14,07:40:00,11:40:00,,,EK15,in,Economy,
1826147,LGW,DXB,2018-01-23,2018-01-24,20:25:00,07:20:00,,,EK10,out,Economy,
1826147,DXB,CPT,2018-01-24,2018-01-24,08:55:00,16:30:00,,,EK770,out,Economy,
1826147,PER,DXB,2018-02-19,2018-02-20,22:20:00,05:25:00,,,EK421,in,Economy,
1826147,DXB,LGW,2018-02-20,2018-02-20,07:40:00,11:40:00,,,EK15,in,Economy,
1826343,LGW,DXB,2018-01-23,2018-01-24,20:25:00,07:20:00,,,EK10,out,Economy,
1826343,DXB,CPT,2018-01-24,2018-01-24,08:55:00,16:30:00,,,EK770,out,Economy,
1826343,PER,DXB,2018-03-06,2018-03-07,22:20:00,05:25:00,,,EK421,in,Economy,
1826343,DXB,LGW,2018-03-07,2018-03-07,07:40:00,11:40:00,,,EK15,in,Economy,
1826930,LGW,DXB,2018-01-23,2018-01-24,20:25:00,07:20:00,,,EK10,out,Economy,
1826930,DXB,CPT,2018-01-24,2018-01-24,08:55:00,16:30:00,,,EK770,out,Economy,
1826930,PER,DXB,2018-02-15,2018-02-16,22:20:00,05:25:00,,,EK421,in,Economy,
1826930,DXB,LGW,2018-02-16,2018-02-16,07:40:00,11:40:00,,,EK15,in,Economy,
1827117,LGW,DXB,2018-01-23,2018-01-24,20:25:00,07:20:00,,,EK10,out,Economy,
1827117,DXB,CPT,2018-01-24,2018-01-24,08:55:00,16:30:00,,,EK770,out,Economy,
1827117,SYD,DXB,2018-02-19,2018-02-19,06:00:00,13:20:00,,,EK415,in,Economy,
1827117,DXB,LGW,2018-02-19,2018-02-19,14:35:00,18:25:00,,,EK9,in,Economy,
1668628,DUB,DXB,2018-01-23,2018-01-24,12:55:00,00:25:00,,,EK162,out,Economy,
1668628,DXB,CPT,2018-01-24,2018-01-24,04:00:00,11:45:00,,,EK772,out,Economy,
1668628,SYD,DXB,2018-02-27,2018-02-28,21:45:00,05:15:00,,,EK413,in,Economy,
1668628,DXB,DUB,2018-02-28,2018-02-28,07:00:00,11:20:00,,,EK161,in,Economy,
1667122,MAN,DXB,2018-01-23,2018-01-24,13:10:00,00:25:00,,,EK18,out,Economy,
1667122,DXB,CPT,2018-01-24,2018-01-24,04:00:00,11:45:00,,,EK772,out,Economy,
1667122,SYD,DXB,2018-03-06,2018-03-07,16:45:00,00:40:00,,,EK5001,in,Economy,
1667122,DXB,MAN,2018-03-07,2018-03-07,03:00:00,07:00:00,,,EK21,in,Economy,
1672779,MAN,DXB,2018-01-23,2018-01-24,13:10:00,00:25:00,,,EK18,out,Business,
1672779,DXB,CPT,2018-01-24,2018-01-24,04:00:00,11:45:00,,,EK772,out,Business,
1672779,SYD,DXB,2018-02-27,2018-02-27,06:00:00,13:20:00,,,EK415,in,Business,
1672779,DXB,MAN,2018-02-27,2018-02-27,14:40:00,18:40:00,,,EK19,in,Business,
1741142,MAN,DXB,2018-01-23,2018-01-24,20:35:00,07:50:00,,,EK20,out,Economy,
1741142,DXB,MEL,2018-01-24,2018-01-25,10:10:00,06:30:00,,,EK406,out,Economy,
1741142,MEL,DXB,2018-02-11,2018-02-12,22:30:00,05:40:00,,,EK407,in,Economy,
1741142,DXB,MAN,2018-02-12,2018-02-12,07:15:00,11:20:00,,,EK17,in,Economy,
1766992,MAN,DXB,2018-01-23,2018-01-24,20:35:00,07:50:00,,,EK20,out,Economy,
1766992,DXB,MEL,2018-01-24,2018-01-25,10:10:00,06:30:00,,,EK406,out,Economy,
1766992,MEL,DXB,2018-02-11,2018-02-12,22:30:00,05:40:00,,,EK407,in,Economy,
1766992,DXB,MAN,2018-02-12,2018-02-12,07:15:00,11:20:00,,,EK17,in,Economy,
1819712,MAN,DXB,2018-01-23,2018-01-24,20:35:00,07:50:00,,,EK20,out,Economy,
1819712,DXB,CPT,2018-01-24,2018-01-24,08:55:00,16:30:00,,,EK770,out,Economy,
1819712,PER,DXB,2018-02-15,2018-02-16,22:20:00,05:25:00,,,EK421,in,Economy,
1819712,DXB,MAN,2018-02-16,2018-02-16,14:40:00,18:40:00,,,EK19,in,Economy,
1823375,MAN,DXB,2018-01-23,2018-01-24,20:35:00,07:50:00,,,EK20,out,Economy,
1823375,DXB,CPT,2018-01-24,2018-01-24,08:55:00,16:30:00,,,EK770,out,Economy,
1823375,PER,DXB,2018-02-12,2018-02-13,22:20:00,05:25:00,,,EK421,in,Economy,
1823375,DXB,MAN,2018-02-13,2018-02-13,07:15:00,11:20:00,,,EK17,in,Economy,
1827039,MAN,DXB,2018-01-23,2018-01-24,20:35:00,07:50:00,,,EK20,out,Business,
1827039,DXB,CPT,2018-01-24,2018-01-24,08:55:00,16:30:00,,,EK770,out,Business,
1827039,PER,DXB,2018-02-19,2018-02-20,22:20:00,05:25:00,,,EK421,in,Business,
1827039,DXB,MAN,2018-02-20,2018-02-20,07:15:00,11:20:00,,,EK17,in,Business,
1742681,GLA,DXB,2018-01-23,2018-01-24,20:50:00,08:05:00,,,EK26,out,Economy,
1742681,DXB,MEL,2018-01-24,2018-01-25,10:10:00,06:30:00,,,EK406,out,Economy,
1742681,AKL,DXB,2018-02-13,2018-02-14,21:15:00,05:30:00,,,EK449,in,Economy,
1742681,DXB,GLA,2018-02-14,2018-02-14,07:20:00,11:30:00,,,EK27,in,Economy,
1766418,GLA,DXB,2018-01-23,2018-01-24,20:50:00,08:05:00,,,EK26,out,Economy,
1766418,DXB,MEL,2018-01-24,2018-01-25,10:10:00,06:30:00,,,EK406,out,Economy,
1766418,MEL,DXB,2018-02-11,2018-02-12,22:30:00,05:40:00,,,EK407,in,Economy,
1766418,DXB,GLA,2018-02-12,2018-02-12,07:20:00,11:30:00,,,EK27,in,Economy,
1768276,GLA,DXB,2018-01-23,2018-01-24,20:50:00,08:05:00,,,EK26,out,Economy,
1768276,DXB,MEL,2018-01-24,2018-01-25,10:10:00,06:30:00,,,EK406,out,Economy,
1768276,MEL,DXB,2018-02-11,2018-02-12,22:30:00,05:40:00,,,EK407,in,Economy,
1768276,DXB,GLA,2018-02-12,2018-02-12,07:20:00,11:30:00,,,EK27,in,Economy,
1770644,GLA,DXB,2018-01-23,2018-01-24,20:50:00,08:05:00,,,EK26,out,Economy,
1770644,DXB,MEL,2018-01-24,2018-01-25,10:10:00,06:30:00,,,EK406,out,Economy,
1770644,MEL,DXB,2018-02-11,2018-02-12,22:30:00,05:40:00,,,EK407,in,Economy,
1770644,DXB,GLA,2018-02-12,2018-02-12,07:20:00,11:30:00,,,EK27,in,Economy,
1782489,GLA,DXB,2018-01-23,2018-01-24,20:50:00,08:05:00,,,EK26,out,Business,
1782489,DXB,SIN,2018-01-24,2018-01-24,09:20:00,00:00:00,,,QF8404,out,Business,
1782489,SIN,MEL,2018-01-25,2018-01-25,00:00:00,09:05:00,,,QF8404,out,Business,
1782489,MEL,DXB,2018-02-11,2018-02-12,22:30:00,05:40:00,,,QF8407,in,Business,
1782489,DXB,GLA,2018-02-12,2018-02-12,07:20:00,11:30:00,,,EK27,in,Business,
1671924,GLA,DXB,2018-01-23,2018-01-24,13:00:00,00:30:00,,,EK28,out,Economy,
1671924,DXB,CPT,2018-01-24,2018-01-24,04:00:00,11:45:00,,,EK772,out,Economy,
1671924,SYD,DXB,2018-03-10,2018-03-10,06:00:00,13:20:00,,,EK415,in,Economy,
1671924,DXB,GLA,2018-03-10,2018-03-10,14:45:00,19:00:00,,,EK25,in,Economy,
1673141,GLA,DXB,2018-01-23,2018-01-24,13:00:00,00:30:00,,,EK28,out,Economy,
1673141,DXB,CPT,2018-01-24,2018-01-24,04:00:00,11:45:00,,,EK772,out,Economy,
1673141,SYD,DXB,2018-03-10,2018-03-10,06:00:00,13:20:00,,,EK415,in,Economy,
1673141,DXB,GLA,2018-03-10,2018-03-10,14:45:00,19:00:00,,,EK25,in,Economy,
1819495,GLA,DXB,2018-01-23,2018-01-24,13:00:00,00:30:00,,,EK28,out,Economy,
1819495,DXB,CPT,2018-01-24,2018-01-24,04:00:00,11:45:00,,,EK772,out,Economy,
1819495,PER,DXB,2018-02-19,2018-02-20,22:20:00,05:25:00,,,EK421,in,Economy,
1819495,DXB,GLA,2018-02-20,2018-02-20,07:20:00,11:30:00,,,EK27,in,Economy,
1826386,GLA,DXB,2018-01-23,2018-01-24,13:00:00,00:30:00,,,EK28,out,Economy,
1826386,DXB,CPT,2018-01-24,2018-01-24,04:00:00,11:45:00,,,EK772,out,Economy,
1826386,PER,DXB,2018-02-19,2018-02-20,22:20:00,05:25:00,,,EK421,in,Economy,
1826386,DXB,GLA,2018-02-20,2018-02-20,07:20:00,11:30:00,,,EK27,in,Economy,
1657207,LHR,DXB,2018-01-23,2018-01-24,16:15:00,03:00:00,,,EK30,out,Economy,
1657207,DXB,CPT,2018-01-24,2018-01-24,04:00:00,11:45:00,,,EK772,out,Economy,
1657207,SYD,DXB,2018-02-27,2018-02-28,19:50:00,06:45:00,,,EK419,in,Economy,
1657207,DXB,LHR,2018-02-28,2018-02-28,07:45:00,11:40:00,,,EK1,in,Economy,
1660695,LHR,DXB,2018-01-23,2018-01-24,16:15:00,03:00:00,,,EK30,out,Economy,
1660695,DXB,CPT,2018-01-24,2018-01-24,04:00:00,11:45:00,,,EK772,out,Economy,
1660695,SYD,DXB,2018-03-03,2018-03-04,19:50:00,06:45:00,,,EK419,in,Economy,
1660695,DXB,LHR,2018-03-04,2018-03-04,09:40:00,13:50:00,,,EK29,in,Economy,
1663879,LHR,DXB,2018-01-23,2018-01-24,16:15:00,03:00:00,,,EK30,out,Economy,
1663879,DXB,CPT,2018-01-24,2018-01-24,04:00:00,11:45:00,,,EK772,out,Economy,
1663879,SYD,DXB,2018-02-27,2018-02-28,16:45:00,00:40:00,,,EK5001,in,Economy,
1663879,DXB,LHR,2018-02-28,2018-02-28,02:40:00,06:50:00,,,EK5101,in,Economy,
1666754,LHR,DXB,2018-01-23,2018-01-24,16:15:00,03:00:00,,,EK30,out,Economy,
1666754,DXB,CPT,2018-01-24,2018-01-24,04:00:00,11:45:00,,,EK772,out,Economy,
1666754,SYD,DXB,2018-03-06,2018-03-07,16:45:00,00:40:00,,,EK5001,in,Economy,
1666754,DXB,LHR,2018-03-07,2018-03-07,02:40:00,06:50:00,,,EK5101,in,Economy,
1671448,LHR,DXB,2018-01-23,2018-01-24,16:15:00,03:00:00,,,EK30,out,Economy,
1671448,DXB,CPT,2018-01-24,2018-01-24,04:00:00,11:45:00,,,EK772,out,Economy,
1671448,SYD,DXB,2018-02-25,2018-02-26,16:45:00,00:40:00,,,EK5001,in,Economy,
1671448,DXB,LHR,2018-02-26,2018-02-26,02:40:00,06:50:00,,,EK5101,in,Economy,
1694586,LHR,DXB,2018-01-23,2018-01-24,16:15:00,03:00:00,,,EK30,out,Economy,
1694586,DXB,CPT,2018-01-24,2018-01-24,04:00:00,11:45:00,,,EK772,out,Economy,
1694586,SYD,DXB,2018-02-28,2018-03-01,21:45:00,05:15:00,,,EK413,in,Economy,
1694586,DXB,LHR,2018-03-01,2018-03-01,09:40:00,13:50:00,,,EK29,in,Economy,
1826274,LHR,DXB,2018-01-23,2018-01-24,16:15:00,03:00:00,,,EK30,out,Economy,
1826274,DXB,CPT,2018-01-24,2018-01-24,04:00:00,11:45:00,,,EK772,out,Economy,
1826274,PER,DXB,2018-02-14,2018-02-15,22:20:00,05:25:00,,,EK421,in,Economy,
1826274,DXB,LHR,2018-02-15,2018-02-15,07:45:00,11:40:00,,,EK1,in,Economy,
1827072,LHR,DXB,2018-01-23,2018-01-24,16:15:00,03:00:00,,,EK30,out,Economy,
1827072,DXB,CPT,2018-01-24,2018-01-24,04:00:00,11:45:00,,,EK772,out,Economy,
1827072,PER,DXB,2018-02-12,2018-02-13,22:20:00,05:25:00,,,EK421,in,Economy,
1827072,DXB,LHR,2018-02-13,2018-02-13,08:30:00,12:40:00,,,EK5109,in,Economy,
1827777,NCL,DXB,2018-01-23,2018-01-24,13:00:00,00:15:00,,,EK36,out,Economy,
1827777,DXB,CPT,2018-01-24,2018-01-24,04:00:00,11:45:00,,,EK772,out,Economy,
1827777,PER,DXB,2018-02-26,2018-02-27,22:20:00,05:25:00,,,EK421,in,Economy,
1827777,DXB,NCL,2018-02-27,2018-02-27,07:25:00,11:20:00,,,EK35,in,Economy,
1828941,NCL,DXB,2018-01-23,2018-01-24,13:00:00,00:15:00,,,EK36,out,Business,
1828941,DXB,CPT,2018-01-24,2018-01-24,04:00:00,11:45:00,,,EK772,out,Business,
1828941,PER,DXB,2018-02-12,2018-02-13,22:20:00,05:25:00,,,EK421,in,Business,
1828941,DXB,NCL,2018-02-13,2018-02-13,07:25:00,11:20:00,,,EK35,in,Business,
1674087,BHX,DXB,2018-01-23,2018-01-24,20:45:00,07:40:00,,,EK38,out,Business,
1674087,DXB,CPT,2018-01-24,2018-01-24,10:50:00,18:25:00,,,EK778,out,Business,
1674087,CHC,DXB,2018-03-21,2018-03-22,18:45:00,05:15:00,,,EK413,in,Business,
1674087,DXB,BHX,2018-03-22,2018-03-22,07:25:00,11:25:00,,,EK39,in,Business,
1827502,BHX,DXB,2018-01-23,2018-01-24,20:50:00,07:50:00,,,EK38,out,Economy,
1827502,DXB,CPT,2018-01-24,2018-01-24,08:55:00,16:30:00,,,EK770,out,Economy,
1827502,PER,DXB,2018-02-28,2018-03-01,22:20:00,05:25:00,,,EK421,in,Economy,
1827502,DXB,BHX,2018-03-01,2018-03-01,07:25:00,11:25:00,,,EK39,in,Economy,
1826226,LHR,DXB,2018-01-23,2018-01-24,20:20:00,07:20:00,,,EK4,out,Business,
1826226,DXB,CPT,2018-01-24,2018-01-24,08:55:00,16:30:00,,,EK770,out,Business,
1826226,PER,DXB,2018-02-15,2018-02-16,22:20:00,05:25:00,,,EK421,in,Business,
1826226,DXB,LHR,2018-02-16,2018-02-16,09:40:00,13:50:00,,,EK29,in,Business,
1658402,BHX,DXB,2018-01-23,2018-01-24,13:30:00,00:35:00,,,EK40,out,Economy,
1658402,DXB,CPT,2018-01-24,2018-01-24,04:00:00,11:45:00,,,EK772,out,Economy,
1658402,SYD,DXB,2018-02-27,2018-02-28,16:45:00,00:40:00,,,EK5001,in,Economy,
1658402,DXB,BHX,2018-02-28,2018-02-28,02:25:00,06:25:00,,,EK41,in,Economy,
1668474,BHX,DXB,2018-01-23,2018-01-24,13:30:00,00:35:00,,,EK40,out,Economy,
1668474,DXB,CPT,2018-01-24,2018-01-24,04:00:00,11:45:00,,,EK772,out,Economy,
1668474,SYD,DXB,2018-03-12,2018-03-12,06:00:00,13:20:00,,,EK415,in,Economy,
1668474,DXB,BHX,2018-03-12,2018-03-12,14:50:00,18:45:00,,,EK37,in,Economy,
1663741,LHR,DXB,2018-01-23,2018-01-24,22:00:00,08:45:00,,,EK6,out,Economy,
1663741,DXB,CPT,2018-01-24,2018-01-24,10:50:00,18:25:00,,,EK778,out,Economy,
1663741,PER,DXB,2018-02-12,2018-02-13,22:20:00,05:25:00,,,EK421,in,Economy,
1663741,DXB,LHR,2018-02-13,2018-02-13,07:45:00,11:40:00,,,EK1,in,Economy,
1754608,LHR,DXB,2018-01-23,2018-01-24,22:00:00,08:45:00,,,EK6,out,Economy,
1754608,DXB,CPT,2018-01-24,2018-01-24,10:50:00,18:25:00,,,EK778,out,Economy,
1754608,ADL,DXB,2018-02-21,2018-02-22,22:35:00,05:15:00,,,EK441,in,Economy,
1754608,DXB,LHR,2018-02-22,2018-02-22,07:45:00,11:40:00,,,EK1,in,Economy,
1803158,LHR,DXB,2018-01-23,2018-01-24,22:00:00,08:45:00,,,EK6,out,Economy,
1803158,DXB,CPT,2018-01-24,2018-01-24,10:45:00,18:20:00,,,EK778,out,Economy,
1803158,PER,DXB,2018-02-13,2018-02-14,22:20:00,05:25:00,,,EK421,in,Economy,
1803158,DXB,LHR,2018-02-14,2018-02-14,09:40:00,13:50:00,,,EK29,in,Economy,
1826356,LHR,DXB,2018-01-23,2018-01-24,22:00:00,08:45:00,,,EK6,out,Business,
1826356,DXB,CPT,2018-01-24,2018-01-24,10:45:00,18:20:00,,,EK778,out,Business,
1826356,PER,DXB,2018-02-12,2018-02-13,22:20:00,05:25:00,,,EK421,in,Business,
1826356,DXB,LHR,2018-02-13,2018-02-13,08:30:00,12:40:00,,,EK5109,in,Business,
1736950,LHR,AUH,2018-01-23,2018-01-24,20:00:00,07:15:00,,,EY18,out,Economy,
1736950,AUH,MEL,2018-01-24,2018-01-25,09:10:00,05:25:00,,,EY462,out,Economy,
1736950,MEL,AUH,2018-02-11,2018-02-12,22:50:00,06:25:00,,,EY461,in,Economy,
1736950,AUH,LHR,2018-02-12,2018-02-12,08:00:00,12:05:00,,,EY19,in,Economy,
1737914,LHR,AUH,2018-01-23,2018-01-24,20:00:00,07:15:00,,,EY18,out,Economy,
1737914,AUH,MEL,2018-01-24,2018-01-25,09:10:00,05:25:00,,,EY462,out,Economy,
1737914,MEL,AUH,2018-02-11,2018-02-12,22:50:00,06:25:00,,,EY461,in,Economy,
1737914,AUH,LHR,2018-02-12,2018-02-12,08:00:00,12:05:00,,,EY19,in,Economy,
1740365,LHR,AUH,2018-01-23,2018-01-24,20:00:00,07:15:00,,,EY18,out,Business,
1740365,AUH,MEL,2018-01-24,2018-01-25,09:10:00,05:20:00,,,EY462,out,Business,
1740365,MEL,BNE,2018-02-11,2018-02-11,18:00:00,19:10:00,,,EY6657,in,Business,
1740365,BNE,AUH,2018-02-11,2018-02-12,22:25:00,06:45:00,,,EY485,in,Business,
1740365,AUH,LHR,2018-02-12,2018-02-12,08:00:00,12:05:00,,,EY19,in,Business,
1742154,LHR,AUH,2018-01-23,2018-01-24,20:00:00,07:15:00,,,EY18,out,Economy,
1742154,AUH,MEL,2018-01-24,2018-01-25,09:10:00,05:20:00,,,EY462,out,Economy,
1742154,MEL,AUH,2018-02-11,2018-02-12,22:50:00,06:25:00,,,EY461,in,Economy,
1742154,AUH,LHR,2018-02-12,2018-02-12,08:00:00,12:05:00,,,EY19,in,Economy,
1775207,LHR,AUH,2018-01-23,2018-01-24,20:00:00,07:15:00,,,EY18,out,Economy,
1775207,AUH,MEL,2018-01-24,2018-01-25,09:10:00,05:20:00,,,EY462,out,Economy,
1775207,MEL,AUH,2018-02-11,2018-02-12,22:50:00,06:05:00,,,EY461,in,Economy,
1775207,AUH,LHR,2018-02-12,2018-02-12,08:00:00,12:05:00,,,EY19,in,Economy,
1790380,LHR,AUH,2018-01-23,2018-01-24,20:00:00,07:15:00,,,EY18,out,Business,
1790380,AUH,MEL,2018-01-24,2018-01-25,09:10:00,05:20:00,,,EY462,out,Business,
1790380,MEL,AUH,2018-02-11,2018-02-12,22:50:00,06:05:00,,,EY461,in,Business,
1790380,AUH,LHR,2018-02-12,2018-02-12,08:00:00,12:05:00,,,EY19,in,Business,
1806410,LHR,AUH,2018-01-23,2018-01-24,20:00:00,07:15:00,,,EY18,out,Business,
1806410,AUH,MEL,2018-01-24,2018-01-25,09:10:00,05:20:00,,,EY462,out,Business,
1806410,MEL,AUH,2018-02-11,2018-02-12,22:50:00,06:05:00,,,EY461,in,Business,
1806410,AUH,LHR,2018-02-12,2018-02-12,08:00:00,12:05:00,,,EY19,in,Business,
1869964,LHR,AUH,2018-01-23,2018-01-24,20:00:00,07:15:00,,,EY18,out,Business,
1869964,AUH,MEL,2018-01-24,2018-01-25,09:10:00,05:20:00,,,EY462,out,Business,
1869964,MEL,AUH,2018-02-11,2018-02-12,22:30:00,05:45:00,,,EY461,in,Business,
1869964,AUH,LHR,2018-02-12,2018-02-12,08:00:00,12:05:00,,,EY19,in,Business,
1755745,MAN,AUH,2018-01-23,2018-01-24,19:35:00,07:05:00,,,EY22,out,Economy,
1755745,AUH,MEL,2018-01-24,2018-01-25,09:10:00,05:20:00,,,EY462,out,Economy,
1755745,MEL,AUH,2018-02-11,2018-02-11,16:50:00,23:55:00,,,EY463,in,Economy,
1755745,AUH,MAN,2018-02-12,2018-02-12,02:30:00,06:40:00,,,EY15,in,Economy,
1800046,MAN,AUH,2018-01-23,2018-01-24,19:10:00,06:40:00,,,EY22,out,Business,
1800046,AUH,MEL,2018-01-24,2018-01-25,09:10:00,05:20:00,,,EY462,out,Business,
1800046,BNE,AUH,2018-02-18,2018-02-19,22:25:00,06:45:00,,,EY485,in,Business,
1800046,AUH,MAN,2018-02-19,2018-02-19,10:45:00,15:05:00,,,EY21,in,Business,
1800050,MAN,AUH,2018-01-23,2018-01-24,19:10:00,06:40:00,,,EY22,out,Business,
1800050,AUH,MEL,2018-01-24,2018-01-25,09:10:00,05:20:00,,,EY462,out,Business,
1800050,BNE,AUH,2018-02-14,2018-02-15,22:25:00,06:45:00,,,EY485,in,Business,
1800050,AUH,MAN,2018-02-15,2018-02-15,10:45:00,15:05:00,,,EY21,in,Business,
1763574,EDI,AUH,2018-01-23,2018-01-23,08:05:00,19:35:00,,,EY28,out,Business,
1763574,AUH,MEL,2018-01-23,2018-01-24,22:20:00,18:45:00,,,EY460,out,Business,
1763574,MEL,AUH,2018-02-11,2018-02-11,16:50:00,23:55:00,,,EY463,in,Business,
1763574,AUH,EDI,2018-02-12,2018-02-12,02:10:00,06:45:00,,,EY27,in,Business,
1757659,DUB,AUH,2018-01-23,2018-01-23,08:35:00,20:05:00,,,EY42,out,Economy,
1757659,AUH,MEL,2018-01-23,2018-01-24,22:20:00,18:45:00,,,EY460,out,Economy,
1757659,MEL,AUH,2018-02-11,2018-02-11,16:50:00,23:55:00,,,EY463,in,Economy,
1757659,AUH,DUB,2018-02-12,2018-02-12,02:10:00,06:45:00,,,EY45,in,Economy,
1785158,MAN,AMS,2018-01-23,2018-01-23,05:55:00,08:15:00,,,KL1072,out,Economy,
1785158,AMS,BGO,2018-01-23,2018-01-23,12:00:00,13:45:00,,,KL1185,out,Economy,
1802282,ABZ,AMS,2018-01-23,2018-01-23,06:00:00,08:35:00,,,KL1440,out,Economy,
1802282,AMS,BGO,2018-01-23,2018-01-23,12:00:00,13:45:00,,,KL1185,out,Economy,
